gene	marker_id
AT1G28280	9887451_1
AT1G28281	9887627_1
AT1G28290	9890990_1
AT1G28300	9899765_1
AT1G28304	9904001_1
AT1G28305	9905430_1
AT1G28306	9907588_1
AT1G28307	9909099_1
AT1G28310	9913613_1
AT1G28320	9924394_1
AT1G28323	9931697_1
AT1G28323.1	9931697_1
AT1G28327	9933394_1
AT1G28330	9935257_1
AT1G28335	9937717_1
AT1G28340	9943508_1
AT1G28350	9949800_1
AT1G28360	9952567_1
AT1G28370	9956890_1
AT1G28375	9961607_1
AT1G28380	9966300_1
AT1G28390	9967743_1
AT1G28395	9971661_1
AT1G28400	9973767_1
AT1G28410	9978966_1
AT1G28420	9987612_1
AT1G28430	9994621_1
AT1G28440	10000447_1
AT1G28447	10003478_1
AT1G28450	10004483_1
AT1G28455	10005668_1
AT1G28460	10006646_1
AT1G28465	10008072_1
AT1G28465.1	10008072_1
AT1G28470	10012143_1
AT1G28480	10013992_1
AT1G28490	10017995_1
AT1G28500	10020326_1
AT1G28510	10026290_1
AT1G28520	10031836_1
AT1G28530	10035374_1
AT1G28540	10036862_1
AT1G28550	10037633_1
AT1G28560	10041511_1
AT1G28570	10044148_1
AT1G28580	10046434_1
AT1G28590	10049291_1
AT1G28591	10049812_1
AT1G28600	10053112_1
AT1G28610	10055729_1
AT1G28620	10057773_1
AT1G28630	10063446_1
AT1G28640	10069155_1
AT1G28650	10071061_1
AT1G28660	10073395_1
AT1G28670	10076315_1
AT1G28680	10079957_1
AT1G28685	10079641_1
AT1G28690	10081550_1
AT1G28695	10083116_1
AT1G28700	10085017_1
AT1G28710	10089626_1
AT1G28720	10089478_1
AT1G28730	10089919_1
AT1G28750	10090832_1
AT1G28760	10104444_1
AT1G28770	10092363_1
AT1G28790	10093326_1
AT1G28800	10093773_1
AT1G28810	10094210_1
AT1G28815	10096255_1
AT1G28820	10096955_1
AT1G28830	10097153_1
AT1G28910	10101639_1
AT1G28940	10106531_1
AT1G28960	10111566_1
AT1G28970	10107709_1
AT1G28990	10108779_1
AT1G29000	10114329_1
AT1G29010	10119008_1
AT1G29020	10122826_1
AT1G29025	10126941_1
AT1G29030	10133848_1
AT1G29040	10136207_1
AT1G29041	10136207_1
AT1G29050	10139103_1
AT1G29060	10149655_1
AT1G29070	10151357_1
AT1G29071	10151680_1
AT1G29075	10154700_1
AT1G29075.1	10154700_1
AT1G29080	10158670_1
AT1G29090	10164342_1
AT1G29100	10169613_1
AT1G29110	10173041_1
AT1G29120	10178395_1
AT1G29140	10179970_1
AT1G29150	10182626_1
AT1G29160	10184118_1
AT1G29170	10194792_1
AT1G29179	10200212_1
AT1G29180	10200735_1
AT1G29190	10201630_1
AT1G29195	10203328_1
AT1G29200	10210591_1
AT1G29210	10207369_1
AT1G29220	10212694_1
AT1G29230	10216395_1
AT1G29240	10219846_1
AT1G29250	10224581_1
AT1G29260	10226035_1
AT1G29265	10227170_1
AT1G29270	10231096_1
AT1G29280	10237431_1
AT1G29290	10245523_1
AT1G29300	10249435_1
AT1G29310	10254666_1
AT1G29320	10258245_1
AT1G29330	10261094_1
AT1G29340	10266780_1
AT1G29350	10273769_1
AT1G29355	10275506_1
AT1G29357	10275646_1
AT1G29360	10277730_1
AT1G29360.1	10277730_1
AT1G29370	10283106_1
AT1G29380	10285952_1
AT1G29390	10288041_1
AT1G29395	10289600_1
AT1G29400	10294470_1
AT1G29410	10299949_1
AT1G29418	10301301_1
AT1G29420	10301783_1
AT1G29430	10303320_1
AT1G29440	10305080_1
AT1G29450	10306189_1
AT1G29460	10308100_1
AT1G29465	10309796_1
AT1G29470	10313946_1
AT1G29475	10317515_1
AT1G29475.1	10317515_1
AT1G29480	10318676_1
AT1G29490	10320391_1
AT1G29500	10321837_1
AT1G29510	10323032_1
AT1G29520	10324686_1
AT1G29530	10326687_1
AT1G29540	10328034_1
AT1G29550	10332162_1
AT1G29560	10335494_1
AT1G29570	10337694_1
AT1G29580	10339090_1
AT1G29590	10342795_1
AT1G29600	10346193_1
AT1G29630	10353684_1
AT1G29640	10356263_1
AT1G29650	10363188_1
AT1G29650.1	10363188_1
AT1G29660	10373703_1
AT1G29670	10377841_1
AT1G29680	10378887_1
AT1G29690	10382106_1
AT1G29700	10387331_1
AT1G29710	10388016_1
AT1G29715	10392363_1
AT1G29720	10399785_1
AT1G29730	10405796_1
AT1G29740	10412881_1
AT1G29750	10420497_1
AT1G29760	10424308_1
AT1G29770	10425685_1
AT1G29780	10427614_1
AT1G29785	10429097_1
AT1G29790	10432011_1
AT1G29800	10435431_1
AT1G29810	10437488_1
AT1G29820	10440746_1
AT1G29830	10445656_1
AT1G29840	10447507_1
AT1G29850	10449946_1
AT1G29860	10455766_1
AT1G29870	10458767_1
AT1G29880	10462679_1
AT1G29890	10467123_1
AT1G29900	10472201_1
AT1G29910	10473294_1
AT1G29920	10475921_1
AT1G29930	10479025_1
AT1G29940	10486637_1
AT1G29950	10494598_1
AT1G29951	10494598_1
AT1G29952	10494598_1
AT1G29960	10496165_1
AT1G29962	10497266_1
AT1G29965	10499458_1
AT1G29970	10501370_1
AT1G29980	10506022_1
AT1G29990	10509054_1
AT1G30000	10512435_1
AT1G30010	10516137_1
AT1G30020	10516137_1
AT1G30030	10534841_1
AT1G30030.1	10534841_1
AT1G30040	10539827_1
AT1G30050	10544565_1
AT1G30060	10545815_1
AT1G30070	10548117_1
AT1G30080	10553203_1
AT1G30090	10561370_1
AT1G30100	10573243_1
AT1G30110	10584006_1
AT1G30120	10586560_1
AT1G30130	10589681_1
AT1G30135	10597224_1
AT1G30140	10599617_1
AT1G30150	10605135_1
AT1G30150.1	10605135_1
AT1G30160	10607749_1
AT1G30170	10609616_1
AT1G30180	10613979_1
AT1G30180.1	10613979_1
AT1G30190	10619411_1
AT1G30200	10627035_1
AT1G30210	10630598_1
AT1G30220	10635443_1
AT1G30230	10640734_1
AT1G30240	10645898_1
AT1G30250	10647232_1
AT1G30260	10651727_1
AT1G30270	10658863_1
AT1G30280	10664623_1
AT1G30282	10664717_1
AT1G30290	10672733_1
AT1G30300	10675368_1
AT1G30310	10675774_1
AT1G30310.1	10675774_1
AT1G30320	10682918_1
AT1G30330	10690499_1
AT1G30340	10701392_1
AT1G30340.1	10701392_1
AT1G30350	10711619_1
AT1G30360	10718990_1
AT1G30370	10720746_1
AT1G30380	10723231_1
AT1G30390	10724967_1
AT1G30390.1	10724967_1
AT1G30400	10738025_1
AT1G30410	10747299_1
AT1G30420	10756106_1
AT1G30430	10756780_1
AT1G30440	10762248_1
AT1G30450	10769296_1
AT1G30455	10770682_1
AT1G30460	10775382_1
AT1G30470	10786690_1
AT1G30473	10788495_1
AT1G30475	10790090_1
AT1G30480	10792556_1
AT1G30490	10800817_1
AT1G30500	10806199_1
AT1G30510	10808958_1
AT1G30515	10809699_1
AT1G30520	10813591_1
AT1G30530	10816566_1
AT1G30540	10819358_1
AT1G30550	10823656_1
AT1G30560	10825765_1
AT1G30570	10831346_1
AT1G30580	10835267_1
AT1G30590	10839955_1
AT1G30600	10845017_1
AT1G30610	10850202_1
AT1G30620	10858141_1
AT1G30630	10859818_1
AT1G30640	10864190_1
AT1G30650	10871164_1
AT1G30660	10879008_1
AT1G30670	10880056_1
AT1G30680	10886420_1
AT1G30690	10890232_1
AT1G30700	10894568_1
AT1G30710	10897093_1
AT1G30720	10899902_1
AT1G30730	10902478_1
AT1G30740	10904617_1
AT1G30750	10905696_1
AT1G30755	10908819_1
AT1G30757	10909732_1
AT1G30760	10920529_1
AT1G30780	10926554_1
AT1G30784	10929770_1
AT1G30790	10934038_1
AT1G30795	10936338_1
AT1G30800	10938036_1
AT1G30810	10942248_1
AT1G30814	10944696_1
AT1G30820	10949364_1
AT1G30825	10963166_1
AT1G30830	10963574_1
AT1G30835	10968809_1
AT1G30835.1	10968809_1
AT1G30835.2	10968809_1
AT1G30840	10976285_1
AT1G30845	10980681_1
AT1G30850	10986293_1
AT1G30860	10989480_1
AT1G30870	10992957_1
AT1G30880	10994122_1
AT1G30890	10996117_1
AT1G30900	11000513_1
AT1G30910	11002933_1
AT1G30920	11005405_1
AT1G30921	11008190_1
AT1G30925	11011747_1
AT1G30930	11015876_1
AT1G30935	11018914_1
AT1G30940	11023313_1
AT1G30945	11026749_1
AT1G30950	11037401_1
AT1G30960	11039922_1
AT1G30970	11043739_1
AT1G30972	11045430_1
AT1G30974	11047804_1
AT1G30975	11048522_1
AT1G30975.1	11048522_1
AT1G30980	11050473_1
AT1G30980.1	11050473_1
AT1G30990	11052854_1
AT1G31000	11054559_1
AT1G31010	11056860_1
AT1G31020	11058601_1
AT1G31030	11067186_1
AT1G31030.1	11067186_1
AT1G31040	11072222_1
AT1G31050	11078855_1
AT1G31070	11088511_1
AT1G31072	11089758_1
AT1G31080	11092898_1
AT1G31090	11095616_1
AT1G31093	11096549_1
AT1G31100	11100398_1
AT1G31100.1	11100398_1
AT1G31110	11104123_1
AT1G31120	11107710_1
AT1G31130	11116177_1
AT1G31140	11119771_1
AT1G31150	11122587_1
AT1G31160	11124146_1
AT1G31163	11130229_1
AT1G31166	11130945_1
AT1G31166.1	11130945_1
AT1G31170	11134814_1
AT1G31173	11138909_1
AT1G31175	11142608_1
AT1G31180	11144590_1
AT1G31190	11146924_1
AT1G31200	11147614_1
AT1G31210	11148818_1
AT1G31210.1	11148818_1
AT1G31220	11158674_1
AT1G31230	11163271_1
AT1G31240	11164905_1
AT1G31245	11165828_1
AT1G31250	11167422_1
AT1G31258	11171754_1
AT1G31260	11177315_1
AT1G31270	11178622_1
AT1G31274	11180428_1
AT1G31280	11185336_1
AT1G31290	11192300_1
AT1G31300	11196302_1
AT1G31310	11200054_1
AT1G31319	11211912_1
AT1G31320	11214380_1
AT1G31330	11216037_1
AT1G31335	11217353_1
AT1G31340	11219427_1
AT1G31350	11222729_1
AT1G31355	11229856_1
AT1G31358	11230579_1
AT1G31360	11237508_1
AT1G31370	11239333_1
AT1G31380	11241085_1
AT1G31390	11244388_1
AT1G31400	11246473_1
AT1G31410	11249327_1
AT1G31420	11253904_1
AT1G31430	11255736_1
AT1G31440	11258699_1
AT1G31450	11261189_1
AT1G31460	11263358_1
AT1G31470	11264911_1
AT1G31480	11271675_1
AT1G31485	11273020_1
AT1G31490	11273223_1
AT1G31500	11276552_1
AT1G31510	11278429_1
AT1G31520	11279638_1
AT1G31530	11282447_1
AT1G31540	11293742_1
AT1G31550	11297296_1
AT1G31570	11309155_1
AT1G31570.1	11309155_1
AT1G31580	11311982_1
AT1G31600	11316418_1
AT1G31620	11317867_1
AT1G31630	11319441_1
AT1G31640	11323986_1
AT1G31650	11330726_1
AT1G31660	11333540_1
AT1G31670	11341862_1
AT1G31690	11347764_1
AT1G31710	11355450_1
AT1G31720	11357079_1
AT1G31730	11364252_1
AT1G31740	11369895_1
AT1G31750	11372073_1
AT1G31760	11373483_1
AT1G31770	11377775_1
AT1G31772	11379377_1
AT1G31780	11394744_1
AT1G31790	11395996_1
AT1G31800	11399700_1
AT1G31810	11406076_1
AT1G31812	11412181_1
AT1G31814	11414499_1
AT1G31817	11416416_1
AT1G31820	11418268_1
AT1G31830	11420822_1
AT1G31835	11423656_1
AT1G31840	11426687_1
AT1G31850	11433663_1
AT1G31860	11436575_1
AT1G31870	11440082_1
AT1G31880	11450178_1
AT1G31885	11451843_1
AT1G31900	11458132_1
AT1G31910	11461756_1
AT1G31920	11463779_1
AT1G31930	11469115_1
AT1G31935	11470005_1
AT1G31940	11471297_1
AT1G31950	11478119_1
AT1G31960	11479652_1
AT1G31970	11482864_1
AT1G31983	11503167_1
AT1G31993	11507510_1
AT1G31993.1	11507510_1
AT1G32000	11508888_1
AT1G32010	11512033_1
AT1G32020	11513048_1
AT1G32030	11515556_1
AT1G32040	11520060_1
AT1G32040.1	11520060_1
AT1G32049	11528165_1
AT1G32050	11531273_1
AT1G32060	11534586_1
AT1G32070	11536279_1
AT1G32080	11539731_1
AT1G32090	11544121_1
AT1G32100	11547974_1
AT1G32110	11552305_1
AT1G32120	11558759_1
AT1G32130	11561904_1
AT1G32140	11564786_1
AT1G32150	11568505_1
AT1G32160	11570368_1
AT1G32170	11577827_1
AT1G32172	11580541_1
AT1G32180	11589617_1
AT1G32190	11595914_1
AT1G32200	11605046_1
AT1G32210	11607758_1
AT1G32220	11609658_1
AT1G32225	11610605_1
AT1G32230	11616211_1
AT1G32240	11630558_1
AT1G32250	11640082_1
AT1G32260	11641447_1
AT1G32270	11644917_1
AT1G32280	11646785_1
AT1G32290	11650558_1
AT1G32300	11653352_1
AT1G32310	11654786_1
AT1G32320	11656027_1
AT1G32330	11660350_1
AT1G32337	11662103_1
AT1G32340	11665982_1
AT1G32350	11668668_1
AT1G32360	11675331_1
AT1G32361	11676696_1
AT1G32370	11678411_1
AT1G32375	11680625_1
AT1G32380	11684478_1
AT1G32385	11685105_1
AT1G32390	11688665_1
AT1G32390.1	11688665_1
AT1G32400	11691527_1
AT1G32410	11695541_1
AT1G32415	11697875_1
AT1G32420	11702864_1
AT1G32430	11706123_1
AT1G32440	11715069_1
AT1G32450	11719899_1
AT1G32460	11739322_1
AT1G32470	11740338_1
AT1G32480	11741976_1
AT1G32490	11749695_1
AT1G32500	11752017_1
AT1G32505	11754100_1
AT1G32505.1	11754100_1
AT1G32510	11758115_1
AT1G32520	11759279_1
AT1G32530	11762485_1
AT1G32540	11769893_1
AT1G32550	11774131_1
AT1G32560	11775275_1
AT1G32570	11777539_1
AT1G32580	11785637_1
AT1G32582	11786013_1
AT1G32583	11788251_1
AT1G32585	11789058_1
AT1G32590	11792245_1
AT1G32590.1	11792245_1
AT1G32600	11795611_1
AT1G32610	11797101_1
AT1G32630	11798526_1
AT1G32640	11800950_1
AT1G32650	11810614_1
AT1G32660	11812353_1
AT1G32670	11815972_1
AT1G32680	11818275_1
AT1G32680.1	11818275_1
AT1G32690	11821705_1
AT1G32700	11829726_1
AT1G32710	11833624_1
AT1G32713	11834178_1
AT1G32720	11836279_1
AT1G32730	11843209_1
AT1G32740	11846240_1
AT1G32750	11856745_1
AT1G32760	11859211_1
AT1G32763	11860873_1
AT1G32770	11866756_1
AT1G32780	11872736_1
AT1G32790	11877354_1
AT1G32810	11885735_1
AT1G32820	11889907_1
AT1G32820.1	11889907_1
AT1G32830	11894710_1
AT1G32830.1	11894710_1
AT1G32840	11899017_1
AT1G32840.1	11899017_1
AT1G32850	11906790_1
AT1G32860	11908903_1
AT1G32870	11913932_1
AT1G32880	11914682_1
AT1G32890	11919833_1
AT1G32890.1	11919833_1
AT1G32900	11923725_1
AT1G32910	11926827_1
AT1G32920	11929292_1
AT1G32928	11931782_1
AT1G32930	11934707_1
AT1G32940	11940949_1
AT1G32950	11944730_1
AT1G32960	11948621_1
AT1G32970	11951926_1
AT1G32975	11953764_1
AT1G32980	11955336_1
AT1G32990	11957235_1
AT1G32992	11957680_1
AT1G33000	11958144_1
AT1G33000.1	11958144_1
AT1G33010	11960583_1
AT1G33020	11964825_1
AT1G33030	11966273_1
AT1G33040	11967839_1
AT1G33050	11971480_1
AT1G33055	11972559_1
AT1G33060	11978505_1
AT1G33070	11985296_1
AT1G33080	11990481_1
AT1G33090	11996638_1
AT1G33100	12001300_1
AT1G33102	12002869_1
AT1G33110	12008815_1
AT1G33120	12012524_1
AT1G33130	12018603_1
AT1G33130.1	12018603_1
AT1G33135	12019165_1
AT1G33135.1	12019165_1
AT1G33140	12024781_1
AT1G33160	12025291_1
AT1G33170	12030515_1
AT1G33180	12030846_1
AT1G33180.1	12030846_1
AT1G33190	12034675_1
AT1G33200	12044667_1
AT1G33200.1	12044667_1
AT1G33220	12045844_1
AT1G33230	12049993_1
AT1G33240	12054461_1
AT1G33250	12059098_1
AT1G33260	12066194_1
AT1G33265	12067873_1
AT1G33270	12070364_1
AT1G33280	12073803_1
AT1G33290	12076034_1
AT1G33300	12080795_1
AT1G33300.1	12080795_1
AT1G33320	12083423_1
AT1G33330	12086460_1
AT1G33340	12088857_1
AT1G33350	12091630_1
AT1G33360	12095838_1
AT1G33370	12097301_1
AT1G33380	12099312_1
AT1G33380.1	12099312_1
AT1G33390	12104541_1
AT1G33400	12109435_1
AT1G33410	12118807_1
AT1G33415	12126523_1
AT1G33420	12123441_1
AT1G33430	12126455_1
AT1G33440	12130356_1
AT1G33450	12139653_1
AT1G33450.1	12139653_1
AT1G33460	12142617_1
AT1G33460.1	12142617_1
AT1G33470	12147167_1
AT1G33475	12148245_1
AT1G33480	12150254_1
AT1G33490	12152338_1
AT1G33500	12154701_1
AT1G33510	12156867_1
AT1G33520	12158917_1
AT1G33530	12161304_1
AT1G33540	12164679_1
AT1G33550	12166604_1
AT1G33550.1	12166604_1
AT1G33560	12171995_1
AT1G33570	12174479_1
AT1G33570.1	12174479_1
AT1G33580	12175862_1
AT1G33580.1	12175862_1
AT1G33590	12179399_1
AT1G33600	12182323_1
AT1G33607	12187408_1
AT1G33610	12190355_1
AT1G33612	12192789_1
AT1G33615	12194252_1
AT1G33640	12195950_1
AT1G33660	12198292_1
AT1G33670	12203397_1
AT1G33680	12208519_1
AT1G33700	12214174_1
AT1G33709	12219464_1
AT1G33710	12220250_1
AT1G33720	12224000_1
AT1G33730	12228458_1
AT1G33740	12230423_1
AT1G33743	12232512_1
AT1G33750	12236473_1
AT1G33760	12238595_1
AT1G33770	12244443_1
AT1G33780	12246134_1
AT1G33785	12256244_1
AT1G33790	12260578_1
AT1G33800	12262675_1
AT1G33810	12266792_1
AT1G33811	12269910_1
AT1G33813	12274615_1
AT1G33813.1	12274615_1
AT1G33817	12276747_1
AT1G33817.1	12276747_1
AT1G33820	12279447_1
AT1G33830	12281392_1
AT1G33835	12282263_1
AT1G33835.1	12282263_1
AT1G33840	12285293_1
AT1G33850	12288157_1
AT1G33855	12292499_1
AT1G33855.1	12292499_1
AT1G33860	12295290_1
AT1G33870	12302378_1
AT1G33880	12304888_1
AT1G33890	12309680_1
AT1G33900	12313507_1
AT1G33910	12316253_1
AT1G33920	12320796_1
AT1G33925	12322724_1
AT1G33930	12327056_1
AT1G33940	12332745_1
AT1G33950	12339181_1
AT1G33960	12348508_1
AT1G33970	12351137_1
AT1G33980	12354955_1
AT1G33990	12357989_1
AT1G34000	12358954_1
AT1G34010	12361144_1
AT1G34020	12369149_1
AT1G34030	12371553_1
AT1G34040	12376154_1
AT1G34041	12378181_1
AT1G34042	12379657_1
AT1G34044	12387333_1
AT1G34046	12389411_1
AT1G34047	12390894_1
AT1G34050	12395922_1
AT1G34060	12398344_1
AT1G34065	12401029_1
AT1G34070	12403199_1
AT1G34080	12406628_1
AT1G34080.1	12406628_1
AT1G34090	12409836_1
AT1G34090.1	12409836_1
AT1G34095	12412487_1
AT1G34097	12415360_1
AT1G34097.1	12415360_1
AT1G34100	12417165_1
AT1G34110	12421485_1
AT1G34120	12429686_1
AT1G34130	12433159_1
AT1G34140	12434715_1
AT1G34150	12439471_1
AT1G34160	12443254_1
AT1G34170	12446751_1
AT1G34180	12451273_1
AT1G34190	12454116_1
AT1G34200	12457407_1
AT1G34210	12462877_1
AT1G34220	12466057_1
AT1G34230	12467833_1
AT1G34230.1	12467833_1
AT1G34240	12471252_1
AT1G34240.1	12471252_1
AT1G34245	12473711_1
AT1G34250	12483630_1
AT1G34250.1	12483630_1
AT1G34260	12492156_1
AT1G34270	12494531_1
AT1G34280	12495366_1
AT1G34281	12496005_1
AT1G34290	12498800_1
AT1G34300	12505831_1
AT1G34310	12511472_1
AT1G34315	12516512_1
AT1G34320	12524354_1
AT1G34330	12529129_1
AT1G34340	12534137_1
AT1G34350	12536017_1
AT1G34355	12541860_1
AT1G34360	12546159_1
AT1G34370	12552677_1
AT1G34380	12554357_1
AT1G34390	12559075_1
AT1G34392	12561292_1
AT1G34400	12566351_1
AT1G34405	12572119_1
AT1G34405.1	12572119_1
AT1G34410	12580806_1
AT1G34418	12582713_1
AT1G34419	12583196_1
AT1G34420	12587567_1
AT1G34430	12590143_1
AT1G34440	12592735_1
AT1G34460	12599594_1
AT1G34470	12607007_1
AT1G34480	12609078_1
AT1G34490	12610495_1
AT1G34500	12612652_1
AT1G34510	12617022_1
AT1G34520	12624480_1
AT1G34530	12629981_1
AT1G34530.1	12629981_1
AT1G34540	12638513_1
AT1G34550	12652632_1
AT1G34560	12654649_1
AT1G34570	12656473_1
AT1G34575	12658723_1
AT1G34580	12663860_1
AT1G34590	12667815_1
AT1G34590.1	12667815_1
AT1G34600	12673076_1
AT1G34600.1	12673076_1
AT1G34610	12678872_1
AT1G34610.1	12678872_1
AT1G34620	12682525_1
AT1G34620.1	12682525_1
AT1G34630	12687571_1
AT1G34640	12688487_1
AT1G34650	12697818_1
AT1G34660	12701352_1
AT1G34660.1	12701352_1
AT1G34670	12710417_1
AT1G34680	12711443_1
AT1G34690	12713476_1
AT1G34740	12725029_1
AT1G34740.1	12725029_1
AT1G34750	12738168_1
AT1G34760	12745646_1
AT1G34770	12748568_1
AT1G34780	12750315_1
AT1G34790	12765633_1
AT1G34792	12766432_1
AT1G34842	12752300_1
AT1G34842.1	12752300_1
AT1G34844	12752300_1
AT1G34910	12805295_1
AT1G34930	12807339_1
AT1G34967	12757895_1
AT1G34967.1	12757895_1
AT1G35030	12809481_1
AT1G35035	12811287_1
AT1G35040	12812567_1
AT1G35050	12816002_1
AT1G35050.1	12816002_1
AT1G35060	12820140_1
AT1G35060.1	12820140_1
AT1G35080	12827922_1
AT1G35080.1	12827922_1
AT1G35090	12829376_1
AT1G35090.1	12829376_1
AT1G35110	12840968_1
AT1G35110.1	12840968_1
AT1G35112	12841104_1
AT1G35112.1	12841104_1
AT1G35115	12845443_1
AT1G35115.1	12845443_1
AT1G35120	12846422_1
AT1G35120.1	12846422_1
AT1G35130	12849476_1
AT1G35130.1	12849476_1
AT1G35140	12853074_1
AT1G35143	12855110_1
AT1G35143.1	12855110_1
AT1G35146	12860233_1
AT1G35146.1	12860233_1
AT1G35150	12866196_1
AT1G35160	12868874_1
AT1G35170	12872171_1
AT1G35180	12878655_1
AT1G35181	12879441_1
AT1G35183	12884545_1
AT1G35186	12886978_1
AT1G35186.1	12886978_1
AT1G35190	12892859_1
AT1G35200	12893712_1
AT1G35210	12897401_1
AT1G35220	12914800_1
AT1G35230	12917750_1
AT1G35240	12930505_1
AT1G35242	12931375_1
AT1G35250	12934367_1
AT1G35255	12936547_1
AT1G35260	12937770_1
AT1G35270	12941547_1
AT1G35280	12946438_1
AT1G35280.1	12946438_1
AT1G35290	12948833_1
AT1G35300	12952848_1
AT1G35300.1	12952848_1
AT1G35310	12957023_1
AT1G35320	12962803_1
AT1G35330	12966097_1
AT1G35333	12970336_1
AT1G35340	12979903_1
AT1G35350	12984559_1
AT1G35360	12990765_1
AT1G35360.1	12990765_1
AT1G35365	12992137_1
AT1G35370	13005054_1
AT1G35370.1	13005054_1
AT1G35375	13006166_1
AT1G35380	13007910_1
AT1G35380.1	13007910_1
AT1G35390	13014601_1
AT1G35390.1	13014601_1
AT1G35400	13019187_1
AT1G35405	13023618_1
AT1G35405.1	13023618_1
AT1G35410	13024894_1
AT1G35420	13027626_1
AT1G35430	13031132_1
AT1G35435	13033191_1
AT1G35440	13035642_1
AT1G35450	13038739_1
AT1G35460	13042069_1
AT1G35461	13043588_1
AT1G35465	13047642_1
AT1G35465.1	13047642_1
AT1G35467	13049399_1
AT1G35470	13054972_1
AT1G35480	13056361_1
AT1G35480.1	13056361_1
AT1G35490	13063446_1
AT1G35500	13066575_1
AT1G35501	13067306_1
AT1G35510	13074925_1
AT1G35513	13077365_1
AT1G35515	13080187_1
AT1G35516	13079735_1
AT1G35520	13085820_1
AT1G35530	13097070_1
AT1G35535	13102243_1
AT1G35535.1	13102243_1
AT1G35537	13105557_1
AT1G35540	13111681_1
AT1G35545	13112763_1
AT1G35550	13113131_1
AT1G35560	13117161_1
AT1G35570	13120436_1
AT1G35570.1	13120436_1
AT1G35580	13125263_1
AT1G35590	13134117_1
AT1G35590.1	13134117_1
AT1G35600	13139223_1
AT1G35600.1	13139223_1
AT1G35610	13144962_1
AT1G35612	13146639_1
AT1G35612.1	13146639_1
AT1G35614	13149554_1
AT1G35617	13153939_1
AT1G35620	13158436_1
AT1G35625	13160214_1
AT1G35630	13164441_1
AT1G35640	13175366_1
AT1G35640.1	13175366_1
AT1G35645	13177735_1
AT1G35645.1	13177735_1
AT1G35647	13186189_1
AT1G35647.1	13186189_1
AT1G35650	13191745_1
AT1G35650.1	13191745_1
AT1G35660	13197971_1
AT1G35663	13199771_1
AT1G35663.1	13199771_1
AT1G35670	13208242_1
AT1G35680	13210415_1
AT1G35690	13215086_1
AT1G35690.1	13215086_1
AT1G35700	13217245_1
AT1G35710	13224679_1
AT1G35720	13227179_1
AT1G35730	13229783_1
AT1G35735	13235473_1
AT1G35735.1	13235473_1
AT1G35740	13244054_1
AT1G35745	13249822_1
AT1G35745.1	13249822_1
AT1G35750	13255515_1
AT1G35760	13268097_1
AT1G35760.1	13268097_1
AT1G35770	13275671_1
AT1G35770.1	13275671_1
AT1G35780	13280218_1
AT1G35790	13300108_1
AT1G35790.1	13300108_1
AT1G35820	13309036_1
AT1G35830	13322088_1
AT1G35840	13329484_1
AT1G35840.1	13329484_1
AT1G35850	13331474_1
AT1G35860	13334009_1
AT1G35870	13339565_1
AT1G35870.1	13339565_1
AT1G35880	13341207_1
AT1G35890	13341919_1
AT1G35900	13348429_1
AT1G35910	13364993_1
AT1G35920	13374971_1
AT1G35920.1	13374971_1
AT1G35930	13377155_1
AT1G35930.1	13377155_1
AT1G35940	13383948_1
AT1G35940.1	13383948_1
AT1G35950	13385740_1
AT1G35950.1	13385740_1
AT1G35960	13396119_1
AT1G35960.1	13396119_1
AT1G35970	13403558_1
AT1G35970.1	13403558_1
AT1G35980	13407324_1
AT1G35990	13415060_1
AT1G35990.1	13415060_1
AT1G35995	13421117_1
AT1G35995.1	13421117_1
AT1G36000	13423023_1
AT1G36010	13430084_1
AT1G36010.1	13430084_1
AT1G36020	13434329_1
AT1G36030	13436823_1
AT1G36035	13445097_1
AT1G36035.1	13445097_1
AT1G36040	13447625_1
AT1G36040.1	13447625_1
AT1G36050	13453673_1
AT1G36060	13456309_1
AT1G36070	13470910_1
AT1G36078	13482715_1
AT1G36080	13484468_1
AT1G36080.1	13484468_1
AT1G36090	13489297_1
AT1G36090.1	13489297_1
AT1G36095	13492724_1
AT1G36100	13495204_1
AT1G36105	13500941_1
AT1G36105.1	13500941_1
AT1G36110	13506381_1
AT1G36110.1	13506381_1
AT1G36120	13514562_1
AT1G36120.1	13514562_1
AT1G36130	13520535_1
AT1G36130.1	13520535_1
AT1G36140	13527039_1
AT1G36140.1	13527039_1
AT1G36150	13529426_1
AT1G36160	13544000_1
AT1G36180	13558475_1
AT1G36185	13564539_1
AT1G36185.1	13564539_1
AT1G36190	13576082_1
AT1G36190.1	13576082_1
AT1G36200	13580991_1
AT1G36200.1	13580991_1
AT1G36210	13597696_1
AT1G36210.1	13597696_1
AT1G36220	13601578_1
AT1G36225	13607929_1
AT1G36225.1	13607929_1
AT1G36230	13614023_1
AT1G36240	13616227_1
AT1G36250	13623633_1
AT1G36250.1	13623633_1
AT1G36260	13628028_1
AT1G36260.1	13628028_1
AT1G36270	13633361_1
AT1G36270.1	13633361_1
AT1G36272	13635513_1
AT1G36280	13643102_1
AT1G36290	13644494_1
AT1G36290.1	13644494_1
AT1G36300	13652134_1
AT1G36300.1	13652134_1
AT1G36305	13665428_1
AT1G36305.1	13665428_1
AT1G36310	13671131_1
AT1G36320	13674098_1
AT1G36330	13680586_1
AT1G36330.1	13680586_1
AT1G36340	13684944_1
AT1G36350	13686443_1
AT1G36360	13695212_1
AT1G36360.1	13695212_1
